Сумма кредита	Стоимость кредита	Срок кредита	Дата кредитования	Цель кредитования	Количество	Возраст	Пол	Образование	Частная собственность	Срок работы по специальности	Среднемес. доход	Среднемес. расход	Основное направление расходов
18000	3600	12	26.09.03	Оплата за образование	1	71	Муж	высшее	Нет	24	3000	1000	Турпоездки, развлечения и т.п.
17000	3400	18	26.09.03	Покупка товара	1	28	Жен	специальное	Нет	18	8500	3500	Турпоездки, развлечения и т.п.
10500	2100	24	26.09.03	Покупка и ремонт недвижимости	1	51	Жен	специальное	Да	19	6000	3000	Выплаты по кредитам/займам
23500	4700	12	26.09.03	Иное	1	32	Муж	специальное	Да	11	7000	3500	Содержание/аренда недвижимости, а/т
2000	400	12	27.09.03	Покупка автомобиля	1	63	Муж	среднее	Да	27	11000	3500	Выплаты по кредитам/займам
11000	2200	18	28.09.03	Покупка автомобиля	1	69	Муж	среднее	Нет	11	5500	4000	Затраты на образование (в т.ч. детей)
11000	2200	6	29.09.03	Покупка и ремонт недвижимости	1	52	Жен	специальное	Нет	23	9500	3500	Покупка товаров длит. пользования
22500	4500	6	29.09.03	Покупка товара	1	29	Жен	высшее	Нет	25	11500	7000	Турпоездки, развлечения и т.п.
25000	5000	24	30.09.03	Покупка и ремонт недвижимости	1	74	Муж	среднее	Нет	14	9000	4000	Турпоездки, развлечения и т.п.
3000	600	18	30.09.03	Покупка автомобиля	1	70	Муж	специальное	Нет	17	13500	7500	Содержание/аренда недвижимости, а/т
20000	4000	12	03.10.03	Оплата услуг (мед., юрид. и т.п.)	1	53	Жен	высшее	Нет	9	3500	1000	Затраты на образование (в т.ч. детей)
22500	4500	18	03.10.03	Покупка автомобиля	1	18	Муж	высшее	Да	9	14000	5000	Покупка товаров длит. пользования
24000	4800	24	04.10.03	Иное	1	23	Муж	среднее	Нет	28	14000	4500	Содержание/аренда недвижимости, а/т
11000	2200	6	05.10.03	Покупка автомобиля	1	58	Муж	среднее	Да	4	11000	5500	Турпоездки, развлечения и т.п.
23000	4600	12	06.10.03	Покупка и ремонт недвижимости	1	24	Муж	специальное	Да	16	3000	1500	Затраты на образование (в т.ч. детей)
18500	3700	24	07.10.03	Покупка и ремонт недвижимости	1	59	Жен	высшее	Да	11	11500	5500	Затраты на образование (в т.ч. детей)
10000	2000	6	07.10.03	Покупка и ремонт недвижимости	1	48	Муж	специальное	Да	24	11500	5500	Турпоездки, развлечения и т.п.
3000	600	6	08.10.03	Оплата за образование	1	42	Муж	высшее	Да	27	13000	8000	Затраты на образование (в т.ч. детей)
3500	700	18	08.10.03	Оплата за образование	1	30	Муж	высшее	Нет	4	2000	500	Покупка товаров длит. пользования
23500	4700	6	08.10.03	Покупка автомобиля	1	53	Муж	высшее	Да	14	11500	9000	Содержание/аренда недвижимости, а/т
5500	1100	6	09.10.03	Покупка товара	1	62	Муж	специальное	Да	20	2500	1500	Содержание/аренда недвижимости, а/т
14000	2800	24	10.10.03	Оплата услуг (мед., юрид. и т.п.)	1	68	Жен	высшее	Да	4	12500	4000	Покупка товаров длит. пользования
25500	5100	12	10.10.03	Покупка товара	1	26	Жен	специальное	Да	12	6500	4500	Содержание/аренда недвижимости, а/т
28500	5700	6	11.10.03	Покупка автомобиля	1	58	Жен	специальное	Нет	11	5000	2000	Содержание/аренда недвижимости, а/т
11000	2200	18	12.10.03	Оплата услуг (мед., юрид. и т.п.)	1	46	Жен	специальное	Нет	1	2000	500	Затраты на образование (в т.ч. детей)
11500	2300	24	13.10.03	Иное	1	34	Муж	высшее	Нет	15	7000	2500	Покупка товаров длит. пользования
5000	1000	6	15.10.03	Покупка и ремонт недвижимости	1	47	Муж	высшее	Да	3	11000	7500	Выплаты по кредитам/займам
19000	3800	24	16.10.03	Покупка и ремонт недвижимости	1	38	Муж	высшее	Да	24	14000	5500	Выплаты по кредитам/займам
14000	2800	12	17.10.03	Иное	1	67	Жен	высшее	Да	29	3000	2000	Покупка товаров длит. пользования
23500	4700	18	17.10.03	Покупка и ремонт недвижимости	1	19	Муж	высшее	Да	18	6500	3000	Выплаты по кредитам/займам
22500	4500	24	17.10.03	Покупка автомобиля	1	22	Муж	высшее	Нет	3	14500	5000	Турпоездки, развлечения и т.п.
24000	4800	24	18.10.03	Покупка товара	1	48	Жен	специальное	Нет	18	2500	1500	Содержание/аренда недвижимости, а/т
4000	800	6	18.10.03	Оплата за образование	1	53	Муж	специальное	Нет	5	3500	2000	Содержание/аренда недвижимости, а/т
13000	2600	18	19.10.03	Иное	1	30	Жен	среднее	Нет	18	3500	1000	Выплаты по кредитам/займам
22000	4400	24	20.10.03	Иное	1	70	Муж	специальное	Да	17	3500	1000	Затраты на образование (в т.ч. детей)
18500	3700	12	20.10.03	Оплата за образование	1	70	Муж	среднее	Нет	3	5500	4000	Выплаты по кредитам/займам
4500	900	24	21.10.03	Иное	1	42	Жен	среднее	Да	29	4500	1500	Выплаты по кредитам/займам
4500	900	12	21.10.03	Иное	1	47	Муж	специальное	Да	5	11000	8000	Затраты на образование (в т.ч. детей)
3500	700	24	22.10.03	Покупка и ремонт недвижимости	1	51	Муж	высшее	Да	4	7000	4000	Затраты на образование (в т.ч. детей)
3500	700	18	22.10.03	Оплата услуг (мед., юрид. и т.п.)	1	24	Жен	высшее	Да	23	9500	4500	Турпоездки, развлечения и т.п.
23500	4700	24	23.10.03	Оплата за образование	1	23	Жен	среднее	Да	22	8500	5000	Содержание/аренда недвижимости, а/т
15500	3100	6	24.10.03	Покупка автомобиля	1	51	Жен	специальное	Нет	25	2000	500	Затраты на образование (в т.ч. детей)
14500	2900	12	25.10.03	Оплата за образование	1	30	Муж	среднее	Нет	28	3500	2000	Затраты на образование (в т.ч. детей)
18000	3600	6	27.10.03	Оплата за образование	1	62	Жен	специальное	Нет	16	8000	4000	Затраты на образование (в т.ч. детей)
15500	3100	24	29.10.03	Покупка и ремонт недвижимости	1	44	Жен	специальное	Да	18	7000	2000	Затраты на образование (в т.ч. детей)
10000	2000	6	29.10.03	Иное	1	72	Муж	специальное	Да	22	10000	5000	Турпоездки, развлечения и т.п.
13500	2700	6	31.10.03	Покупка автомобиля	1	53	Жен	высшее	Нет	2	13000	8000	Покупка товаров длит. пользования
20000	4000	6	02.11.03	Покупка автомобиля	1	31	Жен	среднее	Да	26	14500	6500	Содержание/аренда недвижимости, а/т
8000	1600	6	02.11.03	Покупка товара	1	41	Жен	среднее	Да	22	12000	8000	Содержание/аренда недвижимости, а/т
2500	500	24	02.11.03	Покупка товара	1	45	Жен	специальное	Да	9	10500	5500	Покупка товаров длит. пользования
9500	1900	6	03.11.03	Покупка и ремонт недвижимости	1	66	Муж	высшее	Нет	4	8000	4000	Содержание/аренда недвижимости, а/т
11000	2200	12	04.11.03	Иное	1	48	Жен	специальное	Да	20	9500	7000	Затраты на образование (в т.ч. детей)
4000	800	12	05.11.03	Оплата услуг (мед., юрид. и т.п.)	1	36	Муж	высшее	Да	20	7500	2500	Содержание/аренда недвижимости, а/т
23000	4600	18	06.11.03	Покупка и ремонт недвижимости	1	68	Жен	специальное	Нет	23	8000	3500	Турпоездки, развлечения и т.п.
12500	2500	24	06.11.03	Покупка автомобиля	1	68	Муж	высшее	Да	25	8000	3000	Содержание/аренда недвижимости, а/т
15000	3000	18	07.11.03	Оплата за образование	1	70	Муж	высшее	Да	9	7500	2500	Турпоездки, развлечения и т.п.
2500	500	6	07.11.03	Покупка автомобиля	1	25	Муж	специальное	Да	19	6000	4500	Турпоездки, развлечения и т.п.
7500	1500	18	07.11.03	Покупка автомобиля	1	56	Жен	специальное	Да	8	13500	8500	Турпоездки, развлечения и т.п.
21500	4300	24	08.11.03	Покупка товара	1	30	Муж	специальное	Да	21	4500	1000	Затраты на образование (в т.ч. детей)
29500	5900	24	09.11.03	Оплата за образование	1	35	Жен	специальное	Нет	18	11000	6500	Турпоездки, развлечения и т.п.
7000	1400	12	10.11.03	Покупка товара	1	34	Жен	высшее	Да	12	11000	7500	Турпоездки, развлечения и т.п.
13000	2600	12	10.11.03	Покупка и ремонт недвижимости	1	44	Жен	среднее	Да	2	11500	7500	Турпоездки, развлечения и т.п.
14000	2800	12	11.11.03	Покупка автомобиля	1	72	Жен	высшее	Да	24	9500	3000	Выплаты по кредитам/займам
8000	1600	18	12.11.03	Покупка и ремонт недвижимости	1	59	Жен	специальное	Нет	7	14500	5500	Турпоездки, развлечения и т.п.
12000	2400	24	13.11.03	Покупка товара	1	56	Жен	специальное	Нет	22	4500	2000	Затраты на образование (в т.ч. детей)
5000	1000	12	13.11.03	Покупка автомобиля	1	58	Муж	среднее	Да	20	12500	7500	Турпоездки, развлечения и т.п.
9000	1800	12	13.11.03	Покупка товара	1	43	Муж	специальное	Да	13	7500	5500	Турпоездки, развлечения и т.п.
2500	500	12	15.11.03	Покупка и ремонт недвижимости	1	65	Жен	специальное	Нет	1	7500	4000	Затраты на образование (в т.ч. детей)
27000	5400	18	16.11.03	Иное	1	33	Муж	среднее	Нет	3	4000	1500	Содержание/аренда недвижимости, а/т
5000	1000	6	16.11.03	Иное	1	60	Муж	высшее	Нет	6	4500	2000	Турпоездки, развлечения и т.п.
10500	2100	12	16.11.03	Покупка товара	1	56	Жен	среднее	Да	10	7000	3000	Затраты на образование (в т.ч. детей)
29000	5800	12	17.11.03	Покупка товара	1	45	Жен	среднее	Нет	12	7500	3500	Затраты на образование (в т.ч. детей)
11500	2300	12	17.11.03	Покупка автомобиля	1	73	Муж	среднее	Да	6	7000	3000	Покупка товаров длит. пользования
3000	600	24	17.11.03	Покупка товара	1	19	Жен	высшее	Нет	25	8500	6000	Турпоездки, развлечения и т.п.
27500	5500	12	17.11.03	Оплата за образование	1	26	Муж	высшее	Да	8	5000	1500	Покупка товаров длит. пользования
11000	2200	6	18.11.03	Покупка автомобиля	1	38	Муж	высшее	Нет	2	12500	5000	Турпоездки, развлечения и т.п.
24500	4900	24	18.11.03	Оплата за образование	1	39	Жен	среднее	Да	14	9000	5000	Покупка товаров длит. пользования
27500	5500	6	18.11.03	Покупка и ремонт недвижимости	1	18	Муж	высшее	Да	13	3000	2000	Турпоездки, развлечения и т.п.
27500	5500	6	19.11.03	Иное	1	45	Муж	среднее	Нет	26	12000	7500	Выплаты по кредитам/займам
29000	5800	6	19.11.03	Иное	1	63	Муж	среднее	Да	9	5000	2000	Затраты на образование (в т.ч. детей)
5000	1000	24	19.11.03	Покупка и ремонт недвижимости	1	23	Жен	специальное	Нет	8	6500	4500	Покупка товаров длит. пользования
23000	4600	6	21.11.03	Покупка товара	1	66	Муж	высшее	Нет	25	7000	2000	Турпоездки, развлечения и т.п.
17500	3500	12	22.11.03	Оплата за образование	1	23	Жен	среднее	Нет	10	5500	3500	Затраты на образование (в т.ч. детей)
16500	3300	12	22.11.03	Покупка товара	1	55	Муж	высшее	Да	20	11500	6500	Затраты на образование (в т.ч. детей)
26500	5300	12	23.11.03	Иное	1	38	Жен	специальное	Да	26	13000	5000	Покупка товаров длит. пользования
15000	3000	24	25.11.03	Оплата за образование	1	50	Муж	среднее	Нет	27	4000	2500	Затраты на образование (в т.ч. детей)
20500	4100	24	25.11.03	Оплата за образование	1	59	Муж	высшее	Нет	21	8000	4000	Содержание/аренда недвижимости, а/т
19000	3800	18	27.11.03	Покупка автомобиля	1	22	Муж	высшее	Да	3	7000	2500	Содержание/аренда недвижимости, а/т
16000	3200	6	27.11.03	Оплата услуг (мед., юрид. и т.п.)	1	32	Жен	среднее	Да	13	13500	7500	Выплаты по кредитам/займам
4000	800	12	28.11.03	Покупка автомобиля	1	38	Муж	специальное	Нет	12	7000	5000	Выплаты по кредитам/займам
9000	1800	18	28.11.03	Покупка автомобиля	1	40	Жен	специальное	Нет	15	8000	5000	Турпоездки, развлечения и т.п.
10500	2100	24	29.11.03	Оплата услуг (мед., юрид. и т.п.)	1	54	Муж	специальное	Да	8	7000	3000	Содержание/аренда недвижимости, а/т
19500	3900	12	29.11.03	Покупка автомобиля	1	33	Муж	среднее	Да	0	2500	1000	Покупка товаров длит. пользования
22000	4400	12	01.12.03	Покупка и ремонт недвижимости	1	42	Жен	среднее	Нет	4	4500	1000	Покупка товаров длит. пользования
4500	900	18	03.12.03	Оплата услуг (мед., юрид. и т.п.)	1	25	Муж	среднее	Нет	23	10500	7500	Турпоездки, развлечения и т.п.
15000	3000	24	03.12.03	Иное	1	23	Муж	среднее	Нет	5	2500	1500	Турпоездки, развлечения и т.п.
14500	2900	12	04.12.03	Покупка товара	1	73	Муж	высшее	Да	14	13000	9000	Содержание/аренда недвижимости, а/т
11000	2200	6	05.12.03	Покупка товара	1	50	Жен	высшее	Да	8	14500	6500	Выплаты по кредитам/займам
29500	5900	18	05.12.03	Покупка автомобиля	1	39	Жен	высшее	Да	2	3000	1500	Содержание/аренда недвижимости, а/т
4000	800	12	05.12.03	Оплата за образование	1	48	Жен	среднее	Да	25	7500	2000	Выплаты по кредитам/займам
11500	2300	12	05.12.03	Покупка товара	1	24	Муж	высшее	Нет	9	10500	4500	Содержание/аренда недвижимости, а/т
5000	1000	18	05.12.03	Оплата за образование	1	72	Жен	специальное	Да	12	12500	5500	Затраты на образование (в т.ч. детей)
13000	2600	12	06.12.03	Иное	1	32	Муж	высшее	Да	1	3000	1000	Турпоездки, развлечения и т.п.
3000	600	6	06.12.03	Оплата услуг (мед., юрид. и т.п.)	1	54	Жен	среднее	Да	13	8500	2500	Турпоездки, развлечения и т.п.
18500	3700	24	07.12.03	Оплата за образование	1	63	Жен	среднее	Нет	26	12500	9500	Содержание/аренда недвижимости, а/т
17000	3400	6	07.12.03	Иное	1	25	Жен	среднее	Нет	2	9500	6000	Турпоездки, развлечения и т.п.
7500	1500	18	08.12.03	Оплата за образование	1	72	Муж	специальное	Да	11	6000	2500	Выплаты по кредитам/займам
3500	700	24	08.12.03	Оплата услуг (мед., юрид. и т.п.)	1	18	Жен	высшее	Нет	9	14500	11000	Выплаты по кредитам/займам
26500	5300	24	08.12.03	Покупка автомобиля	1	52	Жен	специальное	Нет	16	14000	8000	Покупка товаров длит. пользования
9500	1900	12	10.12.03	Оплата услуг (мед., юрид. и т.п.)	1	41	Муж	специальное	Да	10	6500	2500	Содержание/аренда недвижимости, а/т
17000	3400	12	11.12.03	Покупка товара	1	52	Жен	среднее	Да	15	10500	6500	Турпоездки, развлечения и т.п.
23000	4600	24	11.12.03	Покупка товара	1	19	Жен	среднее	Да	6	10000	5000	Покупка товаров длит. пользования
19500	3900	12	12.12.03	Покупка товара	1	30	Муж	специальное	Нет	15	4000	2000	Выплаты по кредитам/займам
21500	4300	24	14.12.03	Покупка и ремонт недвижимости	1	18	Муж	среднее	Да	0	3500	2000	Затраты на образование (в т.ч. детей)
20500	4100	18	14.12.03	Покупка товара	1	35	Жен	среднее	Да	12	9500	3000	Покупка товаров длит. пользования
5000	1000	12	15.12.03	Покупка товара	1	25	Муж	среднее	Нет	21	8500	2500	Турпоездки, развлечения и т.п.
26000	5200	12	16.12.03	Покупка автомобиля	1	29	Жен	высшее	Да	10	6000	1500	Выплаты по кредитам/займам
5000	1000	12	16.12.03	Иное	1	30	Муж	специальное	Нет	21	3500	1500	Покупка товаров длит. пользования
6000	1200	24	17.12.03	Покупка автомобиля	1	54	Муж	высшее	Да	13	13500	7000	Затраты на образование (в т.ч. детей)
7000	1400	24	18.12.03	Оплата услуг (мед., юрид. и т.п.)	1	28	Жен	среднее	Да	19	2000	1000	Содержание/аренда недвижимости, а/т
6000	1200	24	18.12.03	Иное	1	55	Жен	среднее	Да	2	2500	1000	Содержание/аренда недвижимости, а/т
23500	4700	18	18.12.03	Оплата за образование	1	72	Муж	высшее	Нет	11	14500	8500	Выплаты по кредитам/займам
3000	600	18	21.12.03	Иное	1	18	Жен	среднее	Да	24	3000	1000	Содержание/аренда недвижимости, а/т
10000	2000	24	21.12.03	Иное	1	20	Жен	среднее	Да	2	3000	2000	Выплаты по кредитам/займам
22000	4400	18	21.12.03	Оплата услуг (мед., юрид. и т.п.)	1	20	Жен	специальное	Да	19	11500	5500	Покупка товаров длит. пользования
28000	5600	6	22.12.03	Иное	1	50	Муж	специальное	Да	28	13500	9000	Затраты на образование (в т.ч. детей)
9500	1900	6	22.12.03	Покупка автомобиля	1	60	Муж	высшее	Нет	20	10000	7500	Покупка товаров длит. пользования
28000	5600	12	24.12.03	Иное	1	29	Жен	специальное	Да	27	6500	4500	Покупка товаров длит. пользования
23000	4600	24	25.12.03	Оплата услуг (мед., юрид. и т.п.)	1	42	Жен	высшее	Нет	29	6000	2000	Содержание/аренда недвижимости, а/т
6000	1200	6	25.12.03	Покупка товара	1	67	Жен	среднее	Нет	17	2500	1500	Покупка товаров длит. пользования
13500	2700	12	25.12.03	Оплата за образование	1	20	Муж	специальное	Да	28	3500	1000	Затраты на образование (в т.ч. детей)
4000	800	24	25.12.03	Оплата за образование	1	24	Жен	специальное	Нет	29	2500	1000	Выплаты по кредитам/займам
20000	4000	6	26.12.03	Покупка товара	1	35	Жен	высшее	Нет	18	14500	8000	Затраты на образование (в т.ч. детей)
21000	4200	6	26.12.03	Оплата за образование	1	65	Жен	высшее	Нет	11	7500	3000	Выплаты по кредитам/займам
8000	1600	6	27.12.03	Покупка и ремонт недвижимости	1	61	Жен	специальное	Да	4	11000	7500	Турпоездки, развлечения и т.п.
17000	3400	18	27.12.03	Оплата за образование	1	31	Жен	среднее	Да	22	11500	7500	Турпоездки, развлечения и т.п.
28000	5600	24	27.12.03	Покупка и ремонт недвижимости	1	19	Муж	высшее	Нет	2	7500	4000	Содержание/аренда недвижимости, а/т
10000	2000	24	28.12.03	Иное	1	45	Жен	высшее	Да	20	3500	1000	Затраты на образование (в т.ч. детей)
29000	5800	12	28.12.03	Оплата услуг (мед., юрид. и т.п.)	1	72	Жен	высшее	Да	6	2500	1000	Турпоездки, развлечения и т.п.
11500	2300	24	29.12.03	Оплата за образование	1	74	Муж	среднее	Нет	11	9000	3000	Турпоездки, развлечения и т.п.
19500	3900	12	29.12.03	Покупка товара	1	67	Муж	специальное	Нет	3	4500	3000	Затраты на образование (в т.ч. детей)
7000	1400	12	29.12.03	Покупка товара	1	29	Жен	среднее	Да	19	7500	4500	Выплаты по кредитам/займам
9500	1900	24	30.12.03	Иное	1	25	Жен	специальное	Да	24	13500	10000	Турпоездки, развлечения и т.п.
27500	5500	24	30.12.03	Иное	1	42	Муж	специальное	Да	21	12000	4500	Выплаты по кредитам/займам
5500	1100	12	30.12.03	Оплата услуг (мед., юрид. и т.п.)	1	49	Жен	среднее	Нет	26	14500	9000	Покупка товаров длит. пользования
21500	4300	18	31.12.03	Покупка товара	1	32	Муж	среднее	Да	20	14500	9000	Затраты на образование (в т.ч. детей)
29000	5800	24	31.12.03	Покупка товара	1	54	Муж	специальное	Да	6	9000	3000	Покупка товаров длит. пользования
12500	2500	24	03.01.04	Покупка товара	1	62	Муж	специальное	Да	27	11000	7000	Покупка товаров длит. пользования
13000	2600	24	04.01.04	Покупка автомобиля	1	41	Жен	специальное	Да	21	6000	4000	Выплаты по кредитам/займам
17000	3400	6	05.01.04	Оплата услуг (мед., юрид. и т.п.)	1	27	Муж	высшее	Нет	7	14000	8000	Выплаты по кредитам/займам
23000	4600	6	05.01.04	Иное	1	32	Муж	специальное	Да	3	5000	2000	Выплаты по кредитам/займам
18500	3700	24	05.01.04	Покупка и ремонт недвижимости	1	73	Муж	специальное	Нет	4	5000	3000	Покупка товаров длит. пользования
10500	2100	18	06.01.04	Покупка автомобиля	1	61	Муж	среднее	Нет	5	13500	4500	Покупка товаров длит. пользования
29000	5800	6	07.01.04	Оплата услуг (мед., юрид. и т.п.)	1	61	Муж	специальное	Нет	4	9500	2500	Турпоездки, развлечения и т.п.
2500	500	24	08.01.04	Покупка и ремонт недвижимости	1	49	Жен	высшее	Нет	22	11500	4000	Турпоездки, развлечения и т.п.
24500	4900	12	08.01.04	Оплата за образование	1	21	Жен	специальное	Нет	29	11500	6500	Турпоездки, развлечения и т.п.
15000	3000	12	10.01.04	Покупка товара	1	45	Жен	высшее	Да	24	3000	1500	Турпоездки, развлечения и т.п.
26500	5300	6	11.01.04	Оплата за образование	1	53	Жен	высшее	Да	10	5500	2500	Покупка товаров длит. пользования
19500	3900	24	12.01.04	Оплата услуг (мед., юрид. и т.п.)	1	54	Жен	высшее	Да	8	8500	3500	Турпоездки, развлечения и т.п.
23500	4700	12	13.01.04	Покупка и ремонт недвижимости	1	39	Жен	среднее	Нет	2	3500	2000	Выплаты по кредитам/займам
13500	2700	12	14.01.04	Оплата за образование	1	31	Муж	высшее	Нет	24	10500	4500	Выплаты по кредитам/займам
2500	500	6	15.01.04	Оплата за образование	1	35	Муж	среднее	Нет	1	8000	5000	Турпоездки, развлечения и т.п.
18000	3600	18	17.01.04	Оплата услуг (мед., юрид. и т.п.)	1	62	Муж	высшее	Да	11	12500	4500	Турпоездки, развлечения и т.п.
18500	3700	12	19.01.04	Покупка и ремонт недвижимости	1	19	Муж	специальное	Да	2	10500	7000	Затраты на образование (в т.ч. детей)
6500	1300	18	20.01.04	Покупка и ремонт недвижимости	1	50	Муж	среднее	Нет	29	5500	2500	Покупка товаров длит. пользования
12500	2500	6	21.01.04	Покупка автомобиля	1	66	Жен	среднее	Нет	2	13000	6000	Содержание/аренда недвижимости, а/т
15500	3100	12	22.01.04	Иное	1	54	Муж	специальное	Нет	8	9500	3500	Содержание/аренда недвижимости, а/т
7500	1500	12	22.01.04	Покупка и ремонт недвижимости	1	69	Муж	высшее	Да	24	5500	3000	Турпоездки, развлечения и т.п.
26500	5300	24	23.01.04	Иное	1	63	Жен	среднее	Нет	24	10500	7000	Содержание/аренда недвижимости, а/т
15500	3100	18	23.01.04	Покупка автомобиля	1	52	Муж	высшее	Да	20	14000	5000	Турпоездки, развлечения и т.п.
22500	4500	18	23.01.04	Покупка и ремонт недвижимости	1	32	Жен	высшее	Да	29	8500	6000	Выплаты по кредитам/займам
11500	2300	6	23.01.04	Иное	1	41	Жен	высшее	Нет	3	3500	2000	Содержание/аренда недвижимости, а/т
9000	1800	18	23.01.04	Оплата за образование	1	22	Муж	высшее	Да	9	9500	3000	Содержание/аренда недвижимости, а/т
3500	700	12	23.01.04	Иное	1	61	Муж	среднее	Да	9	11500	8500	Турпоездки, развлечения и т.п.
